"Date","Price","Open","High","Low","Vol.","Change %"
"08/09/2022","3.3022","3.1624","3.3215","3.1624","39.09K","4.48%"
"08/08/2022","3.1605","3.1795","3.2004","3.1167","34.58K","-0.79%"
"08/05/2022","3.1856","3.2593","3.2876","3.1522","34.17K","-3.44%"
"08/04/2022","3.2992","3.3794","3.4060","3.2433","26.15K","-2.07%"
"08/03/2022","3.3691","3.3265","3.4553","3.3000","27.30K","0.89%"
"08/02/2022","3.3395","3.3856","3.4031","3.2876","24.20K","-1.52%"
"08/01/2022","3.3909","3.5103","3.5103","3.3541","33.68K","-4.45%"
"07/29/2022","3.5490","3.6361","3.7055","3.5302","41.36K","-1.79%"
"07/28/2022","3.6138","3.6512","3.7308","3.5711","43.22K","-0.82%"
"07/27/2022","3.6438","3.5323","3.6665","3.4983","40.54K","3.36%"
"07/26/2022","3.5255","3.4444","3.5591","3.4399","40.65K","1.90%"
"07/25/2022","3.4597","3.4080","3.5020","3.3288","53.20K","1.94%"
"07/22/2022","3.3940","3.5120","3.5851","3.3675","49.59K","-3.68%"
"07/21/2022","3.5236","3.5778","3.5778","3.3721","46.47K","-0.93%"
"07/20/2022","3.5565","3.5730","3.6073","3.4724","37.18K","-0.34%"
"07/19/2022","3.5688","3.5638","3.6051","3.4571","37.32K","-0.54%"
"07/18/2022","3.5881","3.6267","3.6835","3.5397","34.82K","-0.80%"
"07/15/2022","3.6169","3.5676","3.6560","3.5104","28.42K","1.50%"
"07/14/2022","3.5635","3.6092","3.6354","3.4198","32.14K","-0.50%"
"07/13/2022","3.5813","3.5572","3.6540","3.5195","33.15K","0.40%"
"07/12/2022","3.5671","3.6713","3.6943","3.5002","31.24K","-3.17%"
"07/11/2022","3.6838","3.6082","3.7171","3.5465","37.35K","2.49%"
"07/08/2022","3.5943","3.6033","3.6237","3.4712","39.53K","0.01%"
"07/07/2022","3.5939","3.3607","3.6294","3.3094","41.56K","7.39%"
"07/06/2022","3.3466","3.5672","3.5989","3.2946","41.16K","-5.49%"
"07/05/2022","3.5410","3.8699","3.9070","3.5045","47.55K","-10.46%"
"07/04/2022","3.9546","3.9626","3.9856","3.8616","","-0.19%"
"07/03/2022","3.9623","3.9475","3.9678","3.9466","","2.62%"
"07/01/2022","3.8612","3.7914","3.9461","3.7433","30.70K","0.80%"
"06/30/2022","3.8305","3.9514","4.0016","3.7448","47.69K","-3.18%"
"06/29/2022","3.9563","4.1145","4.1579","3.9335","53.33K","-3.85%"
"06/28/2022","4.1147","4.1600","4.2210","3.9482","56.57K","-0.11%"
"06/27/2022","4.1192","4.2229","4.2585","4.1092","50.73K","-2.96%"
"06/24/2022","4.2448","4.2080","4.2752","4.1769","38.79K","0.66%"
"06/23/2022","4.2170","4.2495","4.3039","4.1510","43.35K","-1.49%"
"06/22/2022","4.2808","4.2526","4.2904","4.0971","47.78K","1.17%"
"06/21/2022","4.2313","4.2123","4.4053","4.1799","50.93K","-5.71%"
"06/20/2022","4.4874","4.3819","4.4893","4.3111","","2.41%"
"06/19/2022","4.3819","4.3835","4.3980","4.3793","","4.11%"
"06/17/2022","4.2091","4.4126","4.4898","4.1702","49.27K","-4.73%"
"06/16/2022","4.4181","4.3762","4.4300","4.2764","33.68K","0.39%"
"06/15/2022","4.4008","4.2620","4.4573","4.2256","47.08K","3.18%"
"06/14/2022","4.2653","4.1697","4.3361","4.1430","38.11K","2.08%"
"06/13/2022","4.1785","4.2594","4.2675","4.0924","40.76K","-1.87%"
"06/10/2022","4.2582","4.3121","4.3993","4.2127","30.78K","-1.10%"
"06/09/2022","4.3056","4.2379","4.3560","4.1633","44.52K","2.03%"
"06/08/2022","4.2198","4.2138","4.2471","4.1794","47.06K","0.29%"
"06/07/2022","4.2075","4.2450","4.2675","4.1400","48.68K","-0.51%"
"06/06/2022","4.2292","4.2170","4.2725","4.1375","38.73K","1.79%"
"06/03/2022","4.1549","4.1397","4.2200","4.0740","35.20K","1.30%"
"06/02/2022","4.1017","4.0465","4.1566","3.9225","42.52K","1.73%"
"06/01/2022","4.0319","3.9198","4.0585","3.8833","38.28K","2.46%"
"05/31/2022","3.9350","3.9265","4.1647","3.9010","59.41K","-1.29%"
"05/30/2022","3.9863","3.9244","3.9913","3.9011","","1.57%"
"05/29/2022","3.9245","3.9120","3.9245","3.9092","","0.49%"
"05/27/2022","3.9053","3.8692","3.9220","3.8028","40.87K","1.42%"
"05/26/2022","3.8505","3.7516","3.8768","3.7413","36.98K","2.70%"
"05/25/2022","3.7491","3.6576","3.7704","3.6463","48.04K","2.59%"
"05/24/2022","3.6543","3.6497","3.7150","3.5765","42.65K","0.30%"
"05/23/2022","3.6434","3.6236","3.6734","3.5752","36.75K","0.60%"
"05/20/2022","3.6218","3.6672","3.6914","3.6161","31.34K","-1.24%"
"05/19/2022","3.6671","3.5606","3.6764","3.4274","38.95K","2.74%"
"05/18/2022","3.5693","3.7065","3.7344","3.5255","46.80K","-3.34%"
"05/17/2022","3.6928","3.7714","3.8324","3.6747","42.49K","-2.15%"
"05/16/2022","3.7738","3.7739","3.8010","3.6802","33.77K","0.35%"
"05/13/2022","3.7608","3.7393","3.8242","3.7184","30.00K","0.66%"
"05/12/2022","3.7363","3.7693","3.7883","3.6165","39.12K","-0.49%"
"05/11/2022","3.7546","3.6715","3.8150","3.6649","45.88K","2.05%"
"05/10/2022","3.6793","3.6391","3.7334","3.5786","39.93K","0.70%"
"05/09/2022","3.6539","3.8254","3.8303","3.6167","42.60K","-3.56%"
"05/06/2022","3.7888","3.8345","3.8618","3.7396","44.72K","-0.83%"
"05/05/2022","3.8204","3.8877","3.9282","3.7914","42.22K","-1.59%"
"05/04/2022","3.8822","3.7504","3.9111","3.7504","32.24K","3.77%"
"05/03/2022","3.7413","3.8574","3.8701","3.6947","37.90K","-2.35%"
"05/02/2022","3.8314","3.6726","3.8846","3.6207","27.67K","-4.63%"
"04/29/2022","4.0172","3.9997","4.1771","3.9779","42.61K","0.22%"
"04/28/2022","4.0084","3.9468","4.0390","3.8837","47.99K","1.76%"
"04/27/2022","3.9391","3.8256","3.9607","3.7453","39.46K","3.19%"
"04/26/2022","3.8173","3.6992","3.8654","3.6258","51.28K","4.47%"
"04/25/2022","3.6541","3.6255","3.6875","3.4818","40.68K","0.50%"
"04/22/2022","3.6358","3.6361","3.6793","3.5583","35.66K","0.25%"
"04/21/2022","3.6267","3.6649","3.7014","3.5676","39.08K","-1.11%"
"04/20/2022","3.6674","3.5815","3.6832","3.5670","39.35K","2.52%"
"04/19/2022","3.5772","3.6471","3.6680","3.5033","31.17K","-1.82%"
"04/18/2022","3.6435","3.6871","3.7500","3.5813","30.56K","-0.02%"
"04/14/2022","3.6442","3.5857","3.6989","3.4740","34.98K","3.30%"
"04/13/2022","3.5277","3.3477","3.5807","3.3141","42.49K","6.00%"
"04/12/2022","3.3280","3.1700","3.3499","3.1623","32.73K","5.92%"
"04/11/2022","3.1420","3.2100","3.2267","3.0979","27.29K","-1.77%"
"04/08/2022","3.1985","3.1910","3.2136","3.1225","29.53K","1.77%"
"04/07/2022","3.1428","3.2075","3.2366","3.0583","36.13K","-0.75%"
"04/06/2022","3.1665","3.2724","3.3578","3.1514","25.30K","-3.41%"
"04/05/2022","3.2784","3.3478","3.3914","3.2231","27.55K","-1.45%"
"04/04/2022","3.3265","3.2145","3.3729","3.2145","22.90K","3.16%"
"04/01/2022","3.2245","3.2349","3.2653","3.1379","26.15K","-4.06%"
"03/31/2022","3.3609","3.4500","3.4790","3.2865","34.71K","-2.78%"
"03/30/2022","3.4570","3.4280","3.5687","3.3800","38.05K","2.00%"
"03/29/2022","3.3892","3.3803","3.5374","3.2114","39.89K","-1.85%"
"03/28/2022","3.4532","3.7465","3.7465","3.3451","43.03K","-7.94%"
"03/25/2022","3.7512","3.7990","3.8446","3.6097","43.70K","-1.36%"
"03/24/2022","3.8030","3.7826","3.8570","3.7183","41.48K","-0.37%"
"03/23/2022","3.8173","3.5555","3.8304","3.5460","38.99K","6.16%"
"03/22/2022","3.5958","3.5452","3.6157","3.4055","33.53K","1.72%"
"03/21/2022","3.5350","3.3971","3.6148","3.3704","35.36K","4.52%"
"03/18/2022","3.3821","3.3008","3.4050","3.2519","26.01K","2.68%"
"03/17/2022","3.2937","3.0301","3.3555","2.9949","28.90K","10.86%"
"03/16/2022","2.9710","2.9389","3.0730","2.9039","26.65K","0.86%"
"03/15/2022","2.9458","3.1252","3.1307","2.8635","31.41K","-6.53%"
"03/14/2022","3.1516","3.2880","3.3081","3.0916","24.09K","-4.30%"
"03/11/2022","3.2931","3.1986","3.3941","3.0714","33.94K","3.05%"
"03/10/2022","3.1957","3.4040","3.6442","3.1830","49.01K","-4.16%"
"03/09/2022","3.3344","4.3000","4.3138","3.1957","66.68K","-19.37%"
"03/08/2022","4.1355","3.7650","4.2135","3.6838","61.48K","11.53%"
"03/07/2022","3.7080","3.6050","4.0048","3.6039","49.19K","3.76%"
"03/04/2022","3.5736","3.3268","3.5910","3.2773","44.89K","7.35%"
"03/03/2022","3.3289","3.3554","3.6166","3.2231","37.42K","0.15%"
"03/02/2022","3.3238","3.1239","3.4117","3.0868","60.82K","9.40%"
"03/01/2022","3.0381","2.8533","3.1068","2.8450","49.03K","3.64%"
"02/28/2022","2.9313","2.8531","2.9811","2.8505","65.19K","4.47%"
"02/25/2022","2.8058","2.8572","2.9308","2.7687","82.63K","-1.71%"
"02/24/2022","2.8547","2.8072","3.0064","2.8015","97.46K","2.19%"
"02/23/2022","2.7934","2.7779","2.8285","2.7521","73.54K","0.10%"
"02/22/2022","2.7905","2.7670","2.8695","2.7237","83.05K","-0.62%"
"02/21/2022","2.8078","2.7834","2.8251","2.7253","","0.88%"
"02/20/2022","2.7832","2.7833","2.7889","2.7821","","1.23%"
"02/18/2022","2.7493","2.7384","2.7675","2.6728","75.58K","0.36%"
"02/17/2022","2.7395","2.7288","2.7810","2.7017","81.69K","-1.81%"
"02/16/2022","2.7901","2.7707","2.8173","2.7007","87.93K","0.93%"
"02/15/2022","2.7643","2.8274","2.8427","2.7250","55.96K","-3.02%"
"02/14/2022","2.8505","2.8202","2.8543","2.7643","50.06K","1.69%"
"02/11/2022","2.8031","2.7257","2.8301","2.7042","66.79K","2.77%"
"02/10/2022","2.7276","2.7301","2.7657","2.7058","51.48K","0.04%"
"02/09/2022","2.7264","2.7071","2.7365","2.6754","56.51K","1.07%"
"02/08/2022","2.6976","2.7537","2.7597","2.6641","79.51K","-1.95%"
"02/07/2022","2.7513","2.7631","2.7939","2.7393","69.77K","-0.32%"
"02/04/2022","2.7601","2.7141","2.7855","2.7112","56.99K","1.46%"
"02/03/2022","2.7204","2.6632","2.7240","2.6425","67.38K","1.78%"
"02/02/2022","2.6727","2.6605","2.6897","2.6387","42.82K","0.73%"
"02/01/2022","2.6534","2.6400","2.6648","2.5923","53.72K","-2.29%"
"01/31/2022","2.7157","2.7269","2.7573","2.6928","65.07K","0.12%"
"01/28/2022","2.7124","2.7500","2.7754","2.7038","89.39K","-0.19%"
"01/27/2022","2.7175","2.6884","2.7551","2.6710","103.02K","0.95%"
"01/26/2022","2.6919","2.6274","2.7051","2.6229","100.39K","2.38%"
"01/25/2022","2.6292","2.6064","2.6313","2.5770","99.80K","1.69%"
"01/24/2022","2.5854","2.6313","2.6610","2.5616","91.48K","-1.97%"
"01/21/2022","2.6373","2.6010","2.6434","2.5565","84.62K","0.34%"
"01/20/2022","2.6284","2.6175","2.6494","2.5921","97.43K","-0.30%"
"01/19/2022","2.6364","2.6534","2.6662","2.6105","75.32K","0.63%"
"01/18/2022","2.6200","2.5915","2.6555","2.5850","100.76K","-1.70%"
"01/17/2022","2.6652","2.6491","2.6755","2.6350","","0.60%"
"01/16/2022","2.6494","2.6471","2.6540","2.6471","","2.45%"
"01/14/2022","2.5860","2.5487","2.5937","2.5478","76.12K","1.14%"
"01/13/2022","2.5568","2.5492","2.5667","2.5275","81.54K","0.51%"
"01/12/2022","2.5437","2.5193","2.5591","2.5157","82.98K","0.88%"
"01/11/2022","2.5216","2.4497","2.5288","2.4473","67.31K","3.01%"
"01/10/2022","2.4478","2.4577","2.4844","2.4403","64.38K","-0.11%"
"01/07/2022","2.4506","2.4490","2.4712","2.4381","41.14K","0.05%"
"01/06/2022","2.4493","2.3991","2.4681","2.3867","47.90K","1.24%"
"01/05/2022","2.4192","2.3890","2.4350","2.3766","43.89K","1.34%"
"01/04/2022","2.3872","2.3399","2.3934","2.3343","40.21K","2.01%"
"01/03/2022","2.3401","2.3141","2.3549","2.2977","24.13K","0.64%"
"12/31/2021","2.3253","2.3730","2.3871","2.3155","37.98K","-2.56%"
"12/30/2021","2.3863","2.3696","2.3950","2.3519","41.75K","0.81%"
"12/29/2021","2.3672","2.3641","2.3946","2.3392","44.96K","0.26%"
"12/28/2021","2.3610","2.3507","2.3892","2.3391","43.17K","0.69%"
"12/27/2021","2.3449","2.3124","2.3665","2.2865","39.35K","0.93%"
"12/23/2021","2.3234","2.3064","2.3280","2.2813","52.49K","1.05%"
"12/22/2021","2.2992","2.2547","2.3067","2.2406","50.03K","2.12%"
"12/21/2021","2.2514","2.1855","2.2593","2.1659","49.94K","3.80%"
"12/20/2021","2.1689","2.2090","2.2112","2.1045","50.44K","-2.13%"
"12/17/2021","2.2162","2.2516","2.2595","2.1932","41.23K","-2.06%"
"12/16/2021","2.2628","2.2334","2.2737","2.2218","35.22K","2.07%"
"12/15/2021","2.2169","2.2071","2.2359","2.1847","36.99K","0.09%"
"12/14/2021","2.2148","2.2271","2.2501","2.1829","35.40K","-0.63%"
"12/13/2021","2.2288","2.2577","2.2778","2.2267","32.51K","-0.76%"
"12/10/2021","2.2458","2.2314","2.2658","2.2250","24.10K","0.11%"
"12/09/2021","2.2434","2.2584","2.2782","2.2253","34.90K","-0.52%"
"12/08/2021","2.2551","2.2280","2.2661","2.2062","28.63K","1.69%"
"12/07/2021","2.2176","2.1715","2.2297","2.1677","39.35K","2.54%"
"12/06/2021","2.1627","2.1005","2.1797","2.1005","27.77K","3.52%"
"12/03/2021","2.0891","2.1042","2.1503","2.0717","35.72K","-0.13%"
"12/02/2021","2.0919","2.0721","2.1213","1.9974","38.97K","1.19%"
"12/01/2021","2.0674","2.0805","2.1475","2.0500","29.47K","0.34%"
"11/30/2021","2.0603","2.1450","2.1738","2.0201","73.47K","-4.09%"
"11/29/2021","2.1482","2.1055","2.2278","2.1055","88.28K","2.75%"
"11/26/2021","2.0907","2.3749","2.3816","2.0843","90.66K","-11.46%"
"11/25/2021","2.3613","2.3788","2.3847","2.3599","","-0.76%"
"11/24/2021","2.3794","2.3851","2.4047","2.3707","70.42K","-0.12%"
"11/23/2021","2.3823","2.3193","2.3919","2.2915","78.26K","2.50%"
"11/22/2021","2.3242","2.2818","2.3354","2.2569","90.98K","1.61%"
"11/19/2021","2.2874","2.3772","2.4017","2.2627","106.48K","-3.76%"
"11/18/2021","2.3767","2.3634","2.3850","2.3345","62.06K","0.86%"
"11/17/2021","2.3564","2.4161","2.4217","2.3469","62.20K","-2.69%"
"11/16/2021","2.4216","2.3940","2.4334","2.3822","50.21K","1.37%"
"11/15/2021","2.3888","2.3945","2.4057","2.3427","54.13K","-0.24%"
"11/12/2021","2.3946","2.4214","2.4284","2.3736","52.33K","-1.66%"
"11/11/2021","2.4349","2.4344","2.4541","2.4000","61.82K","-0.14%"
"11/10/2021","2.4383","2.5025","2.5136","2.4213","41.31K","-2.23%"
"11/09/2021","2.4940","2.4611","2.5010","2.4461","43.07K","1.64%"
"11/08/2021","2.4537","2.4352","2.4719","2.4352","37.71K","0.48%"
"11/05/2021","2.4421","2.4026","2.4596","2.3888","33.97K","2.07%"
"11/04/2021","2.3925","2.4064","2.4889","2.3838","30.27K","-1.16%"
"11/03/2021","2.4206","2.4694","2.4799","2.3981","29.51K","-2.93%"
"11/02/2021","2.4937","2.4907","2.5023","2.4494","41.18K","0.23%"
"11/01/2021","2.4879","2.4627","2.4989","2.4476","22.34K","0.37%"
"10/29/2021","2.4787","2.4915","2.5059","2.4534","64.10K","-0.25%"
"10/28/2021","2.4848","2.4969","2.5008","2.4428","80.29K","-0.85%"
"10/27/2021","2.5062","2.5575","2.5610","2.4862","77.94K","-2.43%"
"10/26/2021","2.5685","2.5580","2.5708","2.5389","74.99K","0.44%"
"10/25/2021","2.5572","2.5353","2.5728","2.5311","58.70K","1.03%"
"10/22/2021","2.5312","2.5442","2.5600","2.5181","69.71K","-0.37%"
"10/21/2021","2.5407","2.5810","2.5879","2.5076","63.21K","-1.67%"
"10/20/2021","2.5838","2.5569","2.5849","2.5090","74.99K","1.26%"
"10/19/2021","2.5517","2.5259","2.5593","2.5010","76.41K","0.43%"
"10/18/2021","2.5408","2.5598","2.5983","2.5256","71.74K","-0.91%"
"10/15/2021","2.5641","2.5548","2.5873","2.5477","75.05K","0.56%"
"10/14/2021","2.5498","2.5158","2.5572","2.5094","49.01K","1.54%"
"10/13/2021","2.5112","2.4960","2.5197","2.4663","52.27K","0.40%"
"10/12/2021","2.5012","2.5056","2.5195","2.4755","66.46K","-0.18%"
"10/11/2021","2.5058","2.4788","2.5285","2.4683","47.47K","1.67%"
"10/08/2021","2.4646","2.4626","2.4939","2.4559","52.32K","0.50%"
"10/07/2021","2.4523","2.4303","2.4647","2.3678","55.89K","0.73%"
"10/06/2021","2.4346","2.4819","2.5126","2.4223","42.82K","-2.08%"
"10/05/2021","2.4863","2.4308","2.4950","2.4256","54.18K","2.30%"
"10/04/2021","2.4303","2.3796","2.4449","2.3589","39.58K","2.31%"
"10/01/2021","2.3755","2.3371","2.3798","2.3157","36.01K","1.58%"
"09/30/2021","2.3385","2.3111","2.3662","2.2843","74.98K","1.47%"
"09/29/2021","2.3047","2.2709","2.3149","2.2503","62.12K","0.82%"
"09/28/2021","2.2860","2.2901","2.3297","2.2624","72.95K","-0.31%"
"09/27/2021","2.2931","2.2656","2.3099","2.2650","76.94K","1.26%"
"09/24/2021","2.2646","2.2430","2.2680","2.2292","60.58K","0.81%"
"09/23/2021","2.2464","2.2034","2.2485","2.1884","59.42K","1.71%"
"09/22/2021","2.2087","2.1769","2.2114","2.1723","66.86K","1.74%"
"09/21/2021","2.1710","2.1656","2.1922","2.1411","46.86K","0.69%"
"09/20/2021","2.1561","2.2079","2.2097","2.1457","68.02K","-2.28%"
"09/17/2021","2.2064","2.1890","2.2160","2.1890","51.38K","-0.12%"
"09/16/2021","2.2090","2.2019","2.2141","2.1725","43.17K","0.25%"
"09/15/2021","2.2035","2.1630","2.2225","2.1623","42.68K","2.06%"
"09/14/2021","2.1591","2.1612","2.1734","2.1430","44.92K","0.12%"
"09/13/2021","2.1566","2.1360","2.1708","2.1360","29.76K","0.61%"
"09/10/2021","2.1436","2.1067","2.1524","2.0992","28.34K","1.55%"
"09/09/2021","2.1109","2.1325","2.1439","2.0892","37.95K","-1.07%"
"09/08/2021","2.1337","2.1184","2.1486","2.1167","51.33K","0.78%"
"09/07/2021","2.1172","2.1547","2.1547","2.1058","31.94K","-1.11%"
"09/06/2021","2.1410","2.1430","2.1586","2.1275","","-0.12%"
"09/05/2021","2.1436","2.1567","2.1572","2.1436","","-0.47%"
"09/03/2021","2.1538","2.1585","2.1786","2.1447","20.63K","-0.42%"
"09/02/2021","2.1629","2.1169","2.1780","2.1063","29.76K","1.83%"
"09/01/2021","2.1240","2.1277","2.1441","2.0854","32.82K","-0.29%"
"08/31/2021","2.1302","2.1376","2.1423","2.1043","63.25K","-0.36%"
"08/30/2021","2.1378","2.1296","2.1569","2.0979","87.07K","1.46%"
"08/27/2021","2.1070","2.0755","2.1152","2.0685","61.02K","1.24%"
"08/26/2021","2.0811","2.1108","2.1194","2.0697","89.16K","-1.75%"
"08/25/2021","2.1181","2.0694","2.1214","2.0548","89.00K","2.35%"
"08/24/2021","2.0694","2.0053","2.0735","2.0018","78.59K","3.05%"
"08/23/2021","2.0082","1.8988","2.0157","1.8976","79.21K","5.14%"
"08/20/2021","1.9100","1.9661","1.9734","1.8971","68.27K","-3.11%"
"08/19/2021","1.9714","2.0031","2.0108","1.9465","65.10K","-2.63%"
"08/18/2021","2.0246","2.0381","2.0639","2.0013","47.04K","-0.72%"
"08/17/2021","2.0392","2.0583","2.0682","2.0333","31.77K","-0.58%"
"08/16/2021","2.0511","2.0678","2.0794","2.0195","30.65K","-1.40%"
"08/13/2021","2.0803","2.1027","2.1101","2.0665","33.03K","-1.26%"
"08/12/2021","2.1068","2.1141","2.1157","2.0810","32.05K","-0.12%"
"08/11/2021","2.1093","2.0922","2.1154","2.0487","37.14K","1.26%"
"08/10/2021","2.0830","2.0510","2.0980","2.0413","32.47K","1.84%"
"08/09/2021","2.0453","2.0694","2.0694","2.0097","32.19K","-2.05%"
"08/06/2021","2.0881","2.1060","2.1287","2.0785","27.60K","-0.98%"
"08/05/2021","2.1087","2.0781","2.1105","2.0651","30.81K","1.53%"
"08/04/2021","2.0770","2.1253","2.1374","2.0700","40.32K","-2.40%"
"08/03/2021","2.1281","2.1495","2.1589","2.0911","27.30K","-0.39%"
"08/02/2021","2.1364","2.1919","2.1950","2.1197","23.27K","-2.70%"
"07/30/2021","2.1956","2.1910","2.2045","2.1759","45.81K","0.16%"
"07/29/2021","2.1921","2.1550","2.1952","2.1537","51.37K","1.59%"
"07/28/2021","2.1577","2.1500","2.1627","2.1429","48.86K","0.56%"
"07/27/2021","2.1456","2.1591","2.1670","2.1329","64.15K","-0.32%"
"07/26/2021","2.1525","2.1374","2.1599","2.1007","52.51K","0.80%"
"07/23/2021","2.1354","2.1324","2.1402","2.1222","54.70K","0.08%"
"07/22/2021","2.1336","2.0884","2.1371","2.0748","57.47K","2.15%"
"07/21/2021","2.0886","1.9973","2.0942","1.9942","49.90K","3.69%"
"07/20/2021","2.0142","1.9859","2.0209","1.9641","42.09K","1.38%"
"07/19/2021","1.9868","2.1014","2.1081","1.9691","51.72K","-6.06%"
"07/16/2021","2.1150","2.1068","2.1298","2.0850","21.01K","0.04%"
"07/15/2021","2.1141","2.1395","2.1437","2.1038","28.20K","-1.45%"
"07/14/2021","2.1452","2.1862","2.1862","2.1123","33.20K","-1.90%"
"07/13/2021","2.1867","2.1532","2.1901","2.1471","28.14K","1.60%"
"07/12/2021","2.1523","2.1535","2.1623","2.1189","32.98K","-0.24%"
"07/09/2021","2.1574","2.1296","2.1670","2.1133","25.50K","1.66%"
"07/08/2021","2.1221","2.0917","2.1313","2.0536","34.60K","1.48%"
"07/07/2021","2.0912","2.1268","2.1520","2.0646","30.21K","-0.77%"
"07/06/2021","2.1074","2.1791","2.2120","2.1010","38.31K","-4.02%"
"07/05/2021","2.1957","2.1787","2.1991","2.1662","","0.78%"
"07/04/2021","2.1787","2.1768","2.1810","2.1746","","-0.12%"
"07/02/2021","2.1814","2.1519","2.1860","2.1433","18.28K","1.09%"
"07/01/2021","2.1579","2.1316","2.1882","2.1316","28.03K","1.39%"
"06/30/2021","2.1283","2.1340","2.1480","2.1084","46.62K","0.18%"
"06/29/2021","2.1245","2.1220","2.1512","2.1015","46.42K","0.17%"
"06/28/2021","2.1208","2.1496","2.1582","2.1190","59.07K","-1.43%"
"06/25/2021","2.1515","2.1660","2.1780","2.0902","69.01K","-0.62%"
"06/24/2021","2.1650","2.1635","2.1683","2.1344","61.01K","0.12%"
"06/23/2021","2.1624","2.1551","2.1916","2.1503","64.25K","0.37%"
"06/22/2021","2.1544","2.1280","2.1609","2.1185","56.48K","1.16%"
"06/21/2021","2.1297","2.0903","2.1327","2.0737","57.03K","1.57%"
"06/18/2021","2.0967","2.0692","2.1047","2.0464","49.73K","1.32%"
"06/17/2021","2.0694","2.0955","2.1130","2.0404","35.01K","-1.72%"
"06/16/2021","2.1057","2.1193","2.1300","2.0901","28.85K","-0.43%"
"06/15/2021","2.1147","2.1130","2.1294","2.1067","21.78K","0.00%"
"06/14/2021","2.1147","2.1220","2.1442","2.1106","21.36K","-0.42%"
"06/11/2021","2.1237","2.1427","2.1549","2.0941","31.92K","-1.03%"
"06/10/2021","2.1459","2.1255","2.1585","2.1040","25.18K","0.63%"
"06/09/2021","2.1325","2.1378","2.1527","2.1215","22.71K","-0.25%"
"06/08/2021","2.1378","2.1158","2.1422","2.0952","26.66K","0.92%"
"06/07/2021","2.1184","2.1163","2.1319","2.1025","23.94K","-0.18%"
"06/04/2021","2.1222","2.1042","2.1252","2.0946","10.98K","0.86%"
"06/03/2021","2.1042","2.1072","2.1240","2.0858","19.81K","-0.24%"
"06/02/2021","2.1093","2.0825","2.1126","2.0770","21.96K","1.74%"
"06/01/2021","2.0733","2.0418","2.1140","2.0418","23.37K","1.01%"
"05/31/2021","2.0526","2.0419","2.0674","2.0369","","0.52%"
"05/30/2021","2.0419","2.0421","2.0444","2.0396","","0.18%"
"05/28/2021","2.0383","2.0558","2.0720","2.0335","47.37K","-0.82%"
"05/27/2021","2.0552","2.0460","2.0588","2.0220","47.96K","0.55%"
"05/26/2021","2.0439","2.0336","2.0485","2.0180","53.20K","0.49%"
"05/25/2021","2.0339","2.0440","2.0522","2.0239","52.84K","-0.36%"
"05/24/2021","2.0412","1.9918","2.0453","1.9861","48.18K","2.70%"
"05/21/2021","1.9876","1.9585","2.0018","1.9471","56.07K","1.23%"
"05/20/2021","1.9635","2.0048","2.0153","1.9544","53.48K","-2.07%"
"05/19/2021","2.0051","2.0466","2.0514","1.9718","48.13K","-2.40%"
"05/18/2021","2.0544","2.0592","2.0760","2.0178","44.64K","-0.20%"
"05/17/2021","2.0586","2.0355","2.0643","2.0283","33.20K","1.18%"
"05/14/2021","2.0345","1.9978","2.0383","1.9848","33.94K","1.78%"
"05/13/2021","1.9990","2.0642","2.0642","1.9809","50.13K","-3.21%"
"05/12/2021","2.0652","2.0425","2.0777","2.0301","55.64K","1.26%"
"05/11/2021","2.0396","2.0157","2.0444","1.9956","45.08K","1.16%"
"05/10/2021","2.0162","2.0566","2.0772","1.9960","55.03K","0.22%"
"05/07/2021","2.0118","1.9951","2.0160","1.9704","30.87K","1.05%"
"05/06/2021","1.9908","1.9938","2.0120","1.9815","17.86K","-0.63%"
"05/05/2021","2.0035","2.0164","2.0285","1.9899","30.59K","0.18%"
"05/04/2021","1.9999","1.9565","2.0147","1.9534","32.97K","2.36%"
"05/03/2021","1.9537","1.9260","1.9621","1.9100","15.87K","1.63%"
"04/30/2021","1.9224","1.9566","1.9618","1.9088","56.94K","-2.04%"
"04/29/2021","1.9625","1.9371","1.9756","1.9341","55.72K","1.18%"
"04/28/2021","1.9397","1.9125","1.9526","1.9017","58.56K","1.71%"
"04/27/2021","1.9071","1.8823","1.9156","1.8800","61.20K","1.40%"
"04/26/2021","1.8808","1.8750","1.8864","1.8344","61.52K","0.27%"
"04/23/2021","1.8757","1.8629","1.8851","1.8547","49.23K","0.69%"
"04/22/2021","1.8629","1.8504","1.8701","1.8397","54.71K","0.40%"
"04/21/2021","1.8555","1.8774","1.8790","1.8408","52.41K","-1.41%"
"04/20/2021","1.8820","1.8950","1.9174","1.8507","56.38K","-0.67%"
"04/19/2021","1.8947","1.8927","1.9047","1.8836","31.99K","-0.15%"
"04/16/2021","1.8975","1.8934","1.9109","1.8883","37.80K","-0.15%"
"04/15/2021","1.9004","1.8839","1.9009","1.8775","36.83K","0.44%"
"04/14/2021","1.8920","1.8256","1.8964","1.8249","39.51K","4.12%"
"04/13/2021","1.8171","1.8095","1.8255","1.8037","31.22K","0.37%"
"04/12/2021","1.8104","1.8096","1.8446","1.7902","33.25K","0.02%"
"04/09/2021","1.8100","1.8111","1.8151","1.7907","31.57K","-0.10%"
"04/08/2021","1.8118","1.8048","1.8145","1.7868","29.03K","0.14%"
"04/07/2021","1.8093","1.7929","1.8121","1.7642","33.19K","0.74%"
